thigh_joint_torque,leg_joint_torque,foot_joint_torque,thigh_left_joint_torque,leg_left_joint_torque,foot_left_joint_torque,thigh_joint_position,leg_joint_position,foot_joint_position,thigh_left_joint_position,leg_left_joint_position,foot_left_joint_position,thigh_joint_velocity,leg_joint_velocity,foot_joint_velocity,thigh_left_joint_velocity,leg_left_joint_velocity,foot_left_joint_velocity,time
25.020031929016113,25.020031929016113,7.506009578704834,25.020031929016113,25.020031929016113,7.506009578704834,6.337076717803548e-06,-0.7314545191162827,0.6016166575290532,-0.8291122439846768,-0.15988218545323094,0.4308095465423717,6.337076717803548e-06,-0.7314545191162827,0.6016166575290532,-0.8291122439846768,-0.15988218545323094,0.4308095465423717,0.5775000000000001
38.705692291259766,38.705692291259766,11.61170768737793,38.705692291259766,38.705692291259766,11.61170768737793,7.454056165595204e-06,-0.7479796571225198,0.5912945170084138,-0.8306188458313264,-0.16478269069515827,0.42565160079812064,7.454056165595204e-06,-0.7479796571225198,0.5912945170084138,-0.8306188458313264,-0.16478269069515827,0.42565160079812064,0.5940000000000001
36.83737754821777,36.83737754821777,11.051213264465332,36.83737754821777,36.83737754821777,11.051213264465332,1.114025478200449e-05,-0.7531429732915579,0.5983045821581213,-0.8063486086850368,-0.20415592307931732,0.42320836714293075,1.114025478200449e-05,-0.7531429732915579,0.5983045821581213,-0.8063486086850368,-0.20415592307931732,0.42320836714293075,0.6105
28.54703426361084,28.54703426361084,8.564110279083252,28.54703426361084,28.54703426361084,8.564110279083252,1.8621060528719298e-05,-0.746775223441933,0.6125356372965429,-0.7710759716238738,-0.2432577541751019,0.42090459935642216,1.8621060528719298e-05,-0.746775223441933,0.6125356372965429,-0.7710759716238738,-0.2432577541751019,0.42090459935642216,0.627
23.463940620422363,23.463940620422363,7.039182186126709,23.463940620422363,23.463940620422363,7.039182186126709,2.2534511122878923e-05,-0.7271947641438884,0.6261054539103903,-0.7308206505828946,-0.26675984005232717,0.41996339579968794,2.2534511122878923e-05,-0.7271947641438884,0.6261054539103903,-0.7308206505828946,-0.26675984005232717,0.41996339579968794,0.6435
31.821889877319336,31.821889877319336,9.5465669631958,31.821889877319336,31.821889877319336,9.5465669631958,2.728989729861982e-05,-0.6929440477179571,0.6341437263955434,-0.6790711714041852,-0.28824512086409393,0.4279645260319603,2.728989729861982e-05,-0.6929440477179571,0.6341437263955434,-0.6790711714041852,-0.28824512086409393,0.4279645260319603,0.6599999999999999
13.553051948547363,13.553051948547363,4.065915584564209,13.553051948547363,13.553051948547363,4.065915584564209,3.126033735766788e-05,-0.6481390534814326,0.6335758556576688,-0.6219966736678344,-0.3007627018451038,0.44527706438837117,3.126033735766788e-05,-0.6481390534814326,0.6335758556576688,-0.6219966736678344,-0.3007627018451038,0.44527706438837117,0.6764999999999999
21.275999546051025,21.275999546051025,6.382799863815308,21.275999546051025,21.275999546051025,6.382799863815308,2.7188080170430493e-05,-0.6029145175307618,0.6370940253110036,-0.5694415432163182,-0.2961023318950281,0.45644754247172226,2.7188080170430493e-05,-0.6029145175307618,0.6370940253110036,-0.5694415432163182,-0.2961023318950281,0.45644754247172226,0.6929999999999998
8.18868637084961,8.18868637084961,2.456605911254883,8.18868637084961,8.18868637084961,2.456605911254883,2.991948705257043e-05,-0.5550261887620793,0.6432780004521987,-0.5059236794567465,-0.3060496734649505,0.4673984155109518,2.991948705257043e-05,-0.5550261887620793,0.6432780004521987,-0.5059236794567465,-0.3060496734649505,0.4673984155109518,0.7094999999999998
-40.0,-40.0,-12.0,-40.0,-40.0,-12.0,-0.004867694861913597,-0.505733280791741,0.6491550420993228,-0.4336825777578504,-0.3388600332803143,0.4858231515486369,-0.004867694861913597,-0.505733280791741,0.6491550420993228,-0.4336825777578504,-0.3388600332803143,0.4858231515486369,0.7259999999999998
-6.064305305480957,-6.064305305480957,-1.819291591644287,-6.064305305480957,-6.064305305480957,-1.819291591644287,0.002528030699866936,-0.4650761280340725,0.650865889712581,-0.3438483788716,-0.3891668979849968,0.5181555035137717,0.002528030699866936,-0.4650761280340725,0.650865889712581,-0.3438483788716,-0.3891668979849968,0.5181555035137717,0.7424999999999997
-15.495407581329346,-15.495407581329346,-4.648622274398804,-15.495407581329346,-15.495407581329346,-4.648622274398804,0.0010462754333382452,-0.4175284861272437,0.6440221249451952,-0.2717448697705246,-0.4061152160917383,0.5365944601977379,0.0010462754333382452,-0.4175284861272437,0.6440221249451952,-0.2717448697705246,-0.4061152160917383,0.5365944601977379,0.7589999999999997
-40.0,-40.0,-12.0,-40.0,-40.0,-12.0,0.00044296959477162223,-0.3762257445807765,0.6384303752227765,-0.19207778924955632,-0.4403781521315899,0.5477266862607845,0.00044296959477162223,-0.3762257445807765,0.6384303752227765,-0.19207778924955632,-0.4403781521315899,0.5477266862607845,0.7754999999999996
-29.404022693634033,-29.404022693634033,-8.82120680809021,-29.404022693634033,-29.404022693634033,-8.82120680809021,-0.021553118526754483,-0.3326175161064871,0.626198802220702,-0.1293826482027758,-0.47924637142227866,0.5718070860238914,-0.021553118526754483,-0.3326175161064871,0.626198802220702,-0.1293826482027758,-0.47924637142227866,0.5718070860238914,0.7919999999999996
-40.0,-40.0,-12.0,-40.0,-40.0,-12.0,-0.08222777711572125,-0.265549552069015,0.5967773686842699,-0.11007265931491747,-0.4774867398811014,0.5937909292773083,-0.08222777711572125,-0.265549552069015,0.5967773686842699,-0.11007265931491747,-0.4774867398811014,0.5937909292773083,0.8084999999999996
-15.545823574066162,-15.545823574066162,-4.663747072219849,-15.545823574066162,-15.545823574066162,-4.663747072219849,-0.12048486672308456,-0.2020811107765627,0.5627511187478925,-0.07060399768180148,-0.46856382361650223,0.629035351884945,-0.12048486672308456,-0.2020811107765627,0.5627511187478925,-0.07060399768180148,-0.46856382361650223,0.629035351884945,0.8249999999999995
